incident_id,supplier_id,warehouse_location,region,incident_type,product_category,shipment_status,severity,inventory_level,delivery_delay,transportation_cost,order_quantity,demand_forecast,resolution_time_days,timestamp,incident_description
INC00534,S020,"San Diego, CA",West,Quality Issue,Raw Materials,Critical Delay,critical,170.47,29.36,374.07,249,212,66,2026-01-07,Batch quality failure detected for Raw Materials from S020 — 29-day hold pending quality review.
INC00294,S006,"Los Angeles, CA",West,Supplier Delay,Medical Supplies,Delayed,high,87.2,7.03,2228.24,188,227,15,2026-01-08,"S006 labor dispute affecting production capacity, estimated 7-day delay on outstanding orders."
INC00228,S010,"San Antonio, TX",South,Customs Delay,Food & Beverage,Delayed,critical,29.58,11.8,2143.85,186,153,26,2026-01-09,"Tariff classification dispute for S010 shipment adding 11-day delay at San Antonio, TX customs."
INC00259,S005,"Philadelphia, PA",Northeast,Demand Spike,Food & Beverage,On-Time,critical,26.74,2.14,2154.79,248,334,2,2026-01-09,"B2B bulk order from key account straining Food & Beverage availability across Philadelphia, PA distribution network."
INC00502,S020,"Phoenix, AZ",Southwest,Supplier Delay,Automotive Parts,On-Time,medium,285.03,5.08,1984.52,122,93,6,2026-01-12,Supplier S020 experiencing raw material shortage resulting in 5-day shipment delay for Automotive Parts components.
INC00135,S008,"Philadelphia, PA",Northeast,Stockout Risk,Automotive Parts,On-Time,critical,6.8,1.06,1480.35,156,170,1,2026-01-14,"Philadelphia, PA distribution center reporting Automotive Parts stock depletion risk within 1 days at current consumption rate."
INC00382,S019,"Austin, TX",South,Customs Delay,Medical Supplies,Critical Delay,critical,169.15,12.23,398.61,293,328,28,2026-01-14,"Customs documentation error for S019 shipment causing 12-day clearance delay at Austin, TX."
INC00341,S002,"San Antonio, TX",South,Port Congestion,Pharmaceuticals,In-Transit,medium,233.48,6.15,1317.8,43,54,9,2026-01-14,"Vessel berthing delays at San Antonio, TX port increasing transit times by 6 days."
INC00119,S018,"Seattle, WA",Northwest,Transportation Issue,Pharmaceuticals,On-Time,high,145.3,3.92,1641.37,261,204,6,2026-01-17,"Carrier capacity constraints impacting shipments from S018 to Seattle, WA — 3-day estimated delay."
INC00204,S018,"Dallas, TX",South,Customs Delay,Medical Supplies,Critical Delay,critical,10.13,11.69,899.03,177,194,19,2026-01-18,Trade compliance review triggered for Medical Supplies shipment from S018 — 11-day estimated hold.
INC00319,S002,"San Diego, CA",West,Quality Issue,Consumer Goods,Delayed,high,179.21,7.5,1487.18,140,101,16,2026-01-24,"S002 reported defect rate of 14.3% in recent Consumer Goods shipment, return and rework initiated."
INC00588,S010,"Seattle, WA",Northwest,Demand Spike,Electronics,Delayed,critical,30.55,1.25,1745.16,175,153,1,2026-01-25,"Unexpected Electronics demand increase at Seattle, WA region — 153 units ordered vs 30 in stock."
INC00573,S007,"Seattle, WA",Northwest,Weather Disruption,Pharmaceuticals,Delayed,high,106.74,11.21,1271.09,153,145,23,2026-01-27,"Hurricane warning at Seattle, WA port resulting in 11-day suspension of loading operations."
INC00301,S010,"Phoenix, AZ",Southwest,Quality Issue,Automotive Parts,On-Time,medium,242.96,6.6,782.47,235,222,14,2026-01-27,"S010 reported defect rate of 15.2% in recent Automotive Parts shipment, return and rework initiated."
INC00347,S015,"Philadelphia, PA",Northeast,Demand Spike,Pharmaceuticals,On-Time,critical,36.43,1.64,2325.52,281,297,3,2026-01-28,"B2B bulk order from key account straining Pharmaceuticals availability across Philadelphia, PA distribution network."
INC00293,S002,"Houston, TX",South,Port Congestion,Pharmaceuticals,Critical Delay,critical,311.38,25.12,1682.48,221,285,54,2026-01-28,"Port congestion at Houston, TX terminal causing 25-day backlog for incoming shipments."
INC00032,S003,"Austin, TX",South,Weather Disruption,Industrial Equipment,Delayed,high,128.87,1.76,1870.58,297,225,2,2026-01-29,"Hurricane warning at Austin, TX port resulting in 1-day suspension of loading operations."
INC00555,S005,"San Diego, CA",West,Stockout Risk,Raw Materials,Critical Delay,critical,199.83,9.07,2142.85,361,410,20,2026-01-30,"Safety stock breach detected at San Diego, CA for Raw Materials category; replenishment order placed with S005."
INC00474,S012,"Seattle, WA",Northwest,Customs Delay,Pharmaceuticals,In-Transit,critical,235.91,30.41,1788.18,154,170,62,2026-01-31,Trade compliance review triggered for Pharmaceuticals shipment from S012 — 30-day estimated hold.
INC00489,S004,"Dallas, TX",South,Transportation Issue,Raw Materials,Delivered,critical,17.47,2.34,1596.01,240,280,5,2026-02-01,"Carrier capacity constraints impacting shipments from S004 to Dallas, TX — 2-day estimated delay."
INC00213,S014,"San Diego, CA",West,Supplier Delay,Raw Materials,Delayed,critical,139.11,21.97,562.92,360,434,49,2026-02-02,S014 reported production line shutdown due to equipment failure causing 21-day delivery delay.
INC00503,S008,"Dallas, TX",South,Weather Disruption,Consumer Goods,Critical Delay,critical,66.67,2.84,1029.74,144,128,5,2026-02-03,"Hurricane warning at Dallas, TX port resulting in 2-day suspension of loading operations."
INC00058,S005,"San Diego, CA",West,Port Congestion,Consumer Goods,Delayed,critical,146.38,18.64,1208.14,216,199,37,2026-02-04,"Customs inspection backlog at San Diego, CA customs facility delaying Consumer Goods clearance by 18 days."
INC00478,S016,"San Diego, CA",West,Demand Spike,Raw Materials,Delivered,critical,40.89,3.84,1178.42,243,228,6,2026-02-05,"Seasonal demand surge for Raw Materials exceeding forecast by 25.7% at San Diego, CA fulfillment center."
INC00396,S008,"Phoenix, AZ",Southwest,Weather Disruption,Food & Beverage,Critical Delay,critical,193.62,20.4,1652.24,237,254,40,2026-02-05,"Hurricane warning at Phoenix, AZ port resulting in 20-day suspension of loading operations."
INC00063,S016,"San Diego, CA",West,Weather Disruption,Industrial Equipment,Delayed,critical,32.65,22.59,2283.29,201,185,40,2026-02-07,"Severe weather event impacting San Diego, CA region causing 22-day operational disruption."
INC00439,S014,"Chicago, IL",Midwest,Port Congestion,Medical Supplies,Critical Delay,critical,20.39,6.42,1438.05,68,83,12,2026-02-09,"Port congestion at Chicago, IL terminal causing 6-day backlog for incoming shipments."
INC00127,S014,"San Diego, CA",West,Quality Issue,Medical Supplies,Critical Delay,critical,807.0,4.16,1788.61,217,259,5,2026-02-11,Batch quality failure detected for Medical Supplies from S014 — 4-day hold pending quality review.
INC00517,S006,"Philadelphia, PA",Northeast,Customs Delay,Medical Supplies,In-Transit,critical,32.47,19.58,1605.13,438,366,33,2026-02-14,Trade compliance review triggered for Medical Supplies shipment from S006 — 19-day estimated hold.
INC00366,S013,"San Antonio, TX",South,Customs Delay,Pharmaceuticals,Delayed,critical,45.26,3.29,656.21,193,217,7,2026-02-14,New import regulations requiring additional certification for Pharmaceuticals category — 3-day processing time.
INC00065,S011,"Phoenix, AZ",Southwest,Demand Spike,Electronics,On-Time,high,139.58,2.98,896.39,102,119,5,2026-02-15,"Seasonal demand surge for Electronics exceeding forecast by 30.2% at Phoenix, AZ fulfillment center."
INC00093,S020,"Seattle, WA",Northwest,Weather Disruption,Automotive Parts,In-Transit,critical,41.39,22.71,839.25,239,225,45,2026-02-16,"Flooding at Seattle, WA warehouse facility causing 22-day shutdown and inventory relocation."
INC00289,S020,"Los Angeles, CA",West,Supplier Delay,Food & Beverage,On-Time,medium,309.77,3.78,1113.89,274,379,7,2026-02-20,Quality control issues at S020 facility halted production for 3 days pending inspection.
INC00540,S015,"Austin, TX",South,Quality Issue,Automotive Parts,Delayed,high,415.86,11.94,1824.84,315,364,20,2026-02-25,"S015 reported defect rate of 18.3% in recent Automotive Parts shipment, return and rework initiated."
INC00541,S006,"Philadelphia, PA",Northeast,Stockout Risk,Medical Supplies,On-Time,high,126.02,4.32,880.49,231,238,6,2026-02-26,"Inventory for Medical Supplies at Philadelphia, PA warehouse approaching critical threshold — current level at 126 units."
INC00118,S011,"San Antonio, TX",South,Demand Spike,Raw Materials,Delayed,medium,229.83,1.79,1511.05,334,288,3,2026-02-26,"Unexpected Raw Materials demand increase at San Antonio, TX region — 288 units ordered vs 229 in stock."
INC00425,S007,"Phoenix, AZ",Southwest,Port Congestion,Automotive Parts,In-Transit,low,363.74,1.0,1621.98,177,203,1,2026-02-26,"Port congestion at Phoenix, AZ terminal causing 1-day backlog for incoming shipments."
INC00201,S018,"Chicago, IL",Midwest,Weather Disruption,Raw Materials,Delayed,high,103.45,6.55,1723.28,238,173,13,2026-02-26,"Winter storm affecting ground transportation near Chicago, IL, 6-day delivery delay expected."
INC00051,S007,"Los Angeles, CA",West,Weather Disruption,Pharmaceuticals,Critical Delay,critical,86.4,30.98,2067.23,301,269,54,2026-02-27,"Severe weather event impacting Los Angeles, CA region causing 30-day operational disruption."
INC00307,S009,"Philadelphia, PA",Northeast,Weather Disruption,Food & Beverage,On-Time,low,490.41,1.0,1495.77,304,229,1,2026-02-27,"Severe weather event impacting Philadelphia, PA region causing 1-day operational disruption."
INC00308,S019,"Los Angeles, CA",West,Stockout Risk,Automotive Parts,Critical Delay,critical,58.02,18.44,2068.7,254,269,30,2026-02-27,"Demand surge exceeding supply at Los Angeles, CA — Automotive Parts inventory at 58 units vs 269 forecasted demand."
INC00510,S016,"Chicago, IL",Midwest,Customs Delay,Automotive Parts,Delayed,medium,314.37,3.58,1212.57,58,41,4,2026-02-28,"Tariff classification dispute for S016 shipment adding 3-day delay at Chicago, IL customs."
INC00257,S013,"Philadelphia, PA",Northeast,Weather Disruption,Automotive Parts,Delayed,critical,244.79,31.61,1076.99,195,213,54,2026-03-01,"Hurricane warning at Philadelphia, PA port resulting in 31-day suspension of loading operations."
INC00062,S014,"Philadelphia, PA",Northeast,Customs Delay,Medical Supplies,Critical Delay,critical,125.02,14.05,1369.39,287,351,33,2026-03-04,New import regulations requiring additional certification for Medical Supplies category — 14-day processing time.
INC00496,S020,"Dallas, TX",South,Stockout Risk,Automotive Parts,Delayed,critical,37.53,0.08,2213.95,281,316,1,2026-03-05,"Safety stock breach detected at Dallas, TX for Automotive Parts category; replenishment order placed with S020."
INC00007,S020,"Austin, TX",South,Stockout Risk,Consumer Goods,Delayed,critical,58.01,19.83,1139.62,176,207,45,2026-03-05,"Austin, TX distribution center reporting Consumer Goods stock depletion risk within 19 days at current consumption rate."
INC00089,S012,"Philadelphia, PA",Northeast,Weather Disruption,Raw Materials,In-Transit,high,267.42,7.22,2031.64,189,178,10,2026-03-05,"Hurricane warning at Philadelphia, PA port resulting in 7-day suspension of loading operations."
INC00114,S011,"New York, NY",Northeast,Stockout Risk,Industrial Equipment,Critical Delay,critical,20.0,40.24,1722.69,151,204,73,2026-03-07,"Inventory for Industrial Equipment at New York, NY warehouse approaching critical threshold — current level at 19 units."
INC00167,S017,"Seattle, WA",Northwest,Stockout Risk,Electronics,Critical Delay,critical,27.28,17.55,490.91,59,71,22,2026-03-08,"Demand surge exceeding supply at Seattle, WA — Electronics inventory at 27 units vs 71 forecasted demand."
INC00348,S016,"Dallas, TX",South,Quality Issue,Electronics,On-Time,high,71.72,0.17,2117.21,94,127,1,2026-03-10,"Product recall risk identified for Electronics batch from S016 — proactive hold at Dallas, TX."
INC00590,S009,"New York, NY",Northeast,Port Congestion,Medical Supplies,Critical Delay,critical,183.93,1.0,1481.36,127,170,1,2026-03-12,"Labor strike at New York, NY port operations causing significant 1-day shipping delays."
INC00335,S016,"Houston, TX",South,Port Congestion,Electronics,Critical Delay,critical,51.58,23.66,1113.87,282,366,31,2026-03-14,"Port congestion at Houston, TX terminal causing 23-day backlog for incoming shipments."
INC00222,S019,"Seattle, WA",Northwest,Stockout Risk,Pharmaceuticals,On-Time,medium,163.82,0.92,1307.02,366,472,1,2026-03-15,"Safety stock breach detected at Seattle, WA for Pharmaceuticals category; replenishment order placed with S019."
INC00406,S010,"San Diego, CA",West,Quality Issue,Automotive Parts,Delayed,high,98.03,1.18,1178.63,268,190,2,2026-03-16,"S010 reported defect rate of 38.5% in recent Automotive Parts shipment, return and rework initiated."
INC00087,S008,"San Diego, CA",West,Stockout Risk,Pharmaceuticals,Critical Delay,critical,140.71,25.11,887.77,178,128,39,2026-03-19,"San Diego, CA distribution center reporting Pharmaceuticals stock depletion risk within 25 days at current consumption rate."
INC00441,S014,"Dallas, TX",South,Weather Disruption,Food & Beverage,Critical Delay,critical,136.56,15.2,1274.88,174,197,34,2026-03-19,"Flooding at Dallas, TX warehouse facility causing 15-day shutdown and inventory relocation."
INC00429,S002,"Houston, TX",South,Customs Delay,Consumer Goods,Delayed,high,72.9,10.55,567.74,265,210,19,2026-03-21,"Customs documentation error for S002 shipment causing 10-day clearance delay at Houston, TX."
INC00486,S001,"San Diego, CA",West,Transportation Issue,Food & Beverage,In-Transit,critical,3.67,5.6,1541.85,148,133,10,2026-03-21,"Fuel price spike increasing transportation costs by 39.9% for San Diego, CA region shipments."
INC00509,S008,"Houston, TX",South,Demand Spike,Industrial Equipment,Delayed,high,58.44,11.94,1998.43,118,117,25,2026-03-22,"Seasonal demand surge for Industrial Equipment exceeding forecast by 30.7% at Houston, TX fulfillment center."
INC00155,S020,"Dallas, TX",South,Weather Disruption,Automotive Parts,Delayed,high,442.09,11.66,1607.91,173,181,20,2026-03-23,"Severe weather event impacting Dallas, TX region causing 11-day operational disruption."
INC00311,S009,"Chicago, IL",Midwest,Supplier Delay,Pharmaceuticals,Critical Delay,critical,303.33,7.7,1364.11,123,158,10,2026-03-23,Supplier S009 experiencing raw material shortage resulting in 7-day shipment delay for Pharmaceuticals components.
INC00276,S011,"Houston, TX",South,Weather Disruption,Raw Materials,Critical Delay,critical,527.27,3.01,1154.09,10,10,3,2026-03-24,"Flooding at Houston, TX warehouse facility causing 3-day shutdown and inventory relocation."
INC00302,S020,"Houston, TX",South,Customs Delay,Food & Beverage,Delayed,medium,459.45,3.65,630.09,111,89,6,2026-03-26,Trade compliance review triggered for Food & Beverage shipment from S020 — 3-day estimated hold.
INC00380,S013,"San Antonio, TX",South,Customs Delay,Industrial Equipment,Critical Delay,critical,560.47,3.66,2604.13,140,124,7,2026-03-27,"Tariff classification dispute for S013 shipment adding 3-day delay at San Antonio, TX customs."
INC00163,S012,"San Antonio, TX",South,Weather Disruption,Raw Materials,Delayed,high,357.5,7.75,1343.38,210,193,14,2026-03-27,"Hurricane warning at San Antonio, TX port resulting in 7-day suspension of loading operations."
INC00053,S018,"Seattle, WA",Northwest,Transportation Issue,Raw Materials,Critical Delay,critical,132.0,17.02,1766.29,261,269,35,2026-03-28,"Truck fleet shortage affecting last-mile delivery from Seattle, WA, 17-day delay on Raw Materials orders."
INC00339,S018,"Austin, TX",South,Customs Delay,Consumer Goods,On-Time,high,330.71,8.2,786.59,179,126,19,2026-03-30,"Customs documentation error for S018 shipment causing 8-day clearance delay at Austin, TX."
INC00020,S012,"San Antonio, TX",South,Weather Disruption,Raw Materials,On-Time,medium,669.24,5.57,1078.77,173,148,11,2026-03-30,"Severe weather event impacting San Antonio, TX region causing 5-day operational disruption."
INC00149,S019,"San Diego, CA",West,Customs Delay,Industrial Equipment,Critical Delay,critical,316.17,10.94,1653.62,278,311,24,2026-03-31,"Tariff classification dispute for S019 shipment adding 10-day delay at San Diego, CA customs."
INC00381,S006,"Los Angeles, CA",West,Stockout Risk,Electronics,In-Transit,medium,248.45,2.96,1816.84,239,310,5,2026-04-01,"Inventory for Electronics at Los Angeles, CA warehouse approaching critical threshold — current level at 248 units."
INC00564,S009,"Los Angeles, CA",West,Supplier Delay,Automotive Parts,Delayed,high,972.64,9.21,100.0,176,142,22,2026-04-03,"S009 labor dispute affecting production capacity, estimated 9-day delay on outstanding orders."
INC00040,S011,"San Antonio, TX",South,Port Congestion,Pharmaceuticals,On-Time,medium,994.12,3.81,991.92,78,101,4,2026-04-05,"Port congestion at San Antonio, TX terminal causing 3-day backlog for incoming shipments."
INC00320,S002,"Houston, TX",South,Weather Disruption,Food & Beverage,Delivered,critical,19.41,4.27,1560.99,109,107,8,2026-04-05,"Hurricane warning at Houston, TX port resulting in 4-day suspension of loading operations."
INC00131,S001,"San Diego, CA",West,Weather Disruption,Medical Supplies,Critical Delay,critical,127.55,6.02,1298.53,333,285,13,2026-04-05,"Hurricane warning at San Diego, CA port resulting in 6-day suspension of loading operations."
INC00295,S009,"Chicago, IL",Midwest,Quality Issue,Medical Supplies,In-Transit,medium,449.43,5.34,1608.61,96,133,6,2026-04-06,Batch quality failure detected for Medical Supplies from S009 — 5-day hold pending quality review.
INC00002,S007,"Houston, TX",South,Supplier Delay,Consumer Goods,Critical Delay,critical,17.95,10.06,2447.53,261,186,19,2026-04-08,Quality control issues at S007 facility halted production for 10 days pending inspection.
INC00469,S007,"Phoenix, AZ",Southwest,Customs Delay,Automotive Parts,Delayed,low,1084.45,1.0,847.65,113,97,1,2026-04-09,New import regulations requiring additional certification for Automotive Parts category — 1-day processing time.
INC00369,S011,"San Antonio, TX",South,Stockout Risk,Food & Beverage,Delayed,high,68.03,0.6,1562.13,27,35,1,2026-04-11,"San Antonio, TX distribution center reporting Food & Beverage stock depletion risk within 0 days at current consumption rate."
INC00151,S010,"Los Angeles, CA",West,Stockout Risk,Industrial Equipment,Critical Delay,critical,49.31,6.7,1612.06,139,121,15,2026-04-16,"Demand surge exceeding supply at Los Angeles, CA — Industrial Equipment inventory at 49 units vs 121 forecasted demand."
INC00592,S014,"San Antonio, TX",South,Transportation Issue,Raw Materials,On-Time,low,428.86,0.84,100.0,160,178,1,2026-04-19,"Carrier capacity constraints impacting shipments from S014 to San Antonio, TX — 0-day estimated delay."
INC00174,S020,"Los Angeles, CA",West,Port Congestion,Industrial Equipment,In-Transit,high,50.13,8.99,1076.87,143,153,19,2026-04-23,"Labor strike at Los Angeles, CA port operations causing significant 8-day shipping delays."
INC00144,S013,"Chicago, IL",Midwest,Port Congestion,Industrial Equipment,Critical Delay,critical,267.7,5.73,731.74,340,369,11,2026-04-28,"Customs inspection backlog at Chicago, IL customs facility delaying Industrial Equipment clearance by 5 days."
INC00111,S007,"Austin, TX",South,Supplier Delay,Electronics,On-Time,high,50.3,3.28,1108.9,203,189,4,2026-04-29,Supplier S007 experiencing raw material shortage resulting in 3-day shipment delay for Electronics components.
INC00313,S003,"San Jose, CA",West,Demand Spike,Automotive Parts,On-Time,medium,282.48,0.32,1584.53,58,52,1,2026-04-29,"B2B bulk order from key account straining Automotive Parts availability across San Jose, CA distribution network."
INC00436,S020,"San Jose, CA",West,Supplier Delay,Industrial Equipment,Delayed,high,104.15,7.42,203.06,220,211,10,2026-04-30,Quality control issues at S020 facility halted production for 7 days pending inspection.
INC00351,S020,"San Diego, CA",West,Stockout Risk,Raw Materials,Delayed,critical,11.73,10.0,196.4,267,369,15,2026-04-30,"San Diego, CA distribution center reporting Raw Materials stock depletion risk within 9 days at current consumption rate."
INC00153,S001,"Philadelphia, PA",Northeast,Port Congestion,Food & Beverage,On-Time,medium,193.91,1.0,1557.19,214,181,1,2026-05-01,"Customs inspection backlog at Philadelphia, PA customs facility delaying Food & Beverage clearance by 1 days."
INC00495,S015,"Dallas, TX",South,Demand Spike,Raw Materials,On-Time,high,104.56,4.23,1618.4,134,152,7,2026-05-01,"Flash sale event triggering 16.3% above-forecast demand for Raw Materials — inventory risk at Dallas, TX."
